elapsed_us,rss_bytes,vsize_bytes,minor_faults,major_faults,read_bytes,available_bytes,thread_count,process_cpu_pct,system_user_ticks,system_system_ticks,system_idle_ticks,system_iowait_ticks,thermal_json,frequency_json
1197371,41652224,5017575424,3849,343,41611264,7810027520,1,100.53558237016405,2563979,409895,10353346,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1317213,50040832,5026029568,5902,343,41611264,7801769984,1,108.47555020342755,2563992,409896,10353428,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1437276,54366208,5030252544,6943,343,41611264,7797383168,1,99.94787218726073,2564005,409897,10353510,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1558753,55414784,5030928384,7105,343,41611264,7796867072,1,98.78435479072756,2564019,409898,10353593,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1675736,55414784,5030928384,7105,343,41611264,7796867072,1,94.03030406929904,2564032,409898,10353673,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1792854,55414784,5030928384,7105,343,41611264,7796867072,1,102.46064096149476,2564045,409898,10353753,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
1911084,55414784,5030928384,7105,343,41611264,7796867072,1,101.4978709003075,2564059,409898,10353834,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2031607,58691584,5034209280,7917,343,41611264,7793512448,1,91.2683230285312,2564072,409900,10353916,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2148594,58691584,5034209280,7927,343,41611264,7793512448,1,102.57566468261396,2564084,409901,10353996,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2265602,67473408,10029924352,9044,376,46104576,7788847104,1,76.91769399932934,2564090,409905,10354080,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2386312,83988480,10029924352,11215,439,54362112,7780458496,1,41.42170663280073,2564092,409910,10354168,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2507673,100372480,10029924352,13323,501,62619648,7771582464,1,49.43920043760943,2564093,409921,10354248,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2629111,116756480,10029924352,15465,564,70746112,7763337216,1,41.173408546061374,2564095,409926,10354337,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2750516,133271552,10029924352,17607,627,79003648,7755091968,1,41.184247094675825,2564096,409933,10354426,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2872317,150048768,10029924352,19783,691,87392256,7746527232,1,41.05068876651843,2564099,409937,10354516,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
2993943,166563840,10029924352,21925,754,95649792,7738281984,1,41.10976704098096,2564101,409943,10354605,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3115405,183078912,10029924352,24067,817,103907328,7730151424,1,49.39798917581382,2564104,409946,10354694,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3236585,200118272,10029924352,26260,881,112164864,7721795584,1,41.26092631621303,2564106,409950,10354783,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3357880,216371200,10029924352,28379,943,120422400,7713230848,1,32.977457376863065,2564110,409955,10354873,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3479348,232886272,10029924352,30521,1006,128679936,7704985600,1,41.163126713235066,2564112,409961,10354962,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3600870,249663488,10029924352,32697,1070,136937472,7696596992,1,49.373650803274735,2564114,409965,10355052,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3722175,266178560,10029924352,34839,1133,145195008,7688237056,1,41.21835284751674,2564116,409969,10355141,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3843756,282693632,10029924352,36981,1196,153452544,7680106496,1,32.9000988006417,2564119,409973,10355231,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
3965446,299208704,10029924352,39123,1259,161710080,7671861248,1,49.30537113977155,2564121,409976,10355321,27303,"{""thermal_zone0"": 41000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4086844,315985920,10029924352,41299,1323,170098688,7663357952,1,32.94952328259033,2564123,409981,10355411,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4208394,332500992,10029924352,43441,1386,178356224,7655227392,1,41.13531596287117,2564126,409987,10355500,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4329847,349016064,10029924352,45583,1449,186613760,7646662656,1,32.93454593281495,2564129,409990,10355590,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4451219,365793280,10029924352,47759,1513,195002368,7638274048,1,49.434889183868705,2564130,409996,10355679,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4572588,382308352,10029924352,49901,1576,203259904,7629914112,1,41.19651928631117,2564132,410002,10355769,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4694092,398823424,10029924352,52043,1639,211517440,7621783552,1,32.920790019621364,2564134,410008,10355859,27303,"{""thermal_zone0"": 43000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4815482,415338496,10029924352,54185,1702,219774976,7613538304,1,41.18967512582869,2564136,410012,10355948,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
4936528,432115712,10029924352,56361,1766,228163584,7605149696,1,41.30660183755228,2564138,410016,10356038,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5057100,448630784,10029924352,58503,1829,236421120,7596904448,1,41.468914201090215,2564140,410020,10356127,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5178521,465408000,10029924352,60645,1892,244809728,7588409344,1,32.94330464682525,2564141,410026,10356216,27303,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5300413,481660928,10029924352,62753,1955,252936192,7580483584,1,49.2236470991348,2564143,410033,10356305,27304,"{""thermal_zone0"": 43000, ""thermal_zone1"": 46000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5421757,498307072,10029924352,64989,2023,260775936,7571902464,1,32.96419750268184,2564145,410039,10356393,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5543741,515739648,10029924352,67299,2094,268951552,7562969088,1,40.98904970159193,2564146,410046,10356482,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5665398,532910080,10029924352,69543,2160,277471232,7554293760,1,41.0992919685235,2564149,410050,10356572,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5787360,550080512,10029924352,71753,2225,286121984,7545823232,1,49.19548007671609,2564151,410057,10356662,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 41000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
5909099,567250944,10029924352,73997,2291,294641664,7537147904,1,41.07138384762523,2564152,410062,10356751,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6030881,584552448,10029924352,76207,2356,303292416,7528419328,1,41.056966943993075,2564154,410068,10356841,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6151673,601591808,10029924352,78450,2422,311681024,7519879168,1,41.393559206892455,2564155,410074,10356930,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6273526,618893312,10029924352,80694,2488,320331776,7511265280,1,41.033030506285556,2564158,410078,10357019,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6395373,635932672,10029924352,82904,2553,328982528,7502733312,1,41.03519149297804,2564160,410082,10357109,27305,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6517115,653234176,10029924352,85124,2619,337502208,7493943296,1,41.07024558700827,2564162,410086,10357198,27305,"{""thermal_zone0"": 41000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6638932,670666752,10029924352,87445,2690,345473024,7485169664,1,41.04525484797614,2564165,410089,10357287,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6760233,687181824,10029924352,89621,2754,353730560,7476781056,1,41.21966957785255,2564167,410094,10357377,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
6882001,703696896,10029924352,91763,2817,361988096,7468535808,1,32.84942840352107,2564170,410097,10357467,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7003400,720211968,10029924352,93905,2880,370245632,7460290560,1,49.423878207702366,2564172,410101,10357557,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 45000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7124259,736727040,10029924352,96013,2942,378503168,7452127232,1,33.096535619306636,2564173,410106,10357646,27306,"{""thermal_zone0"": 41000, ""thermal_zone1"": 41000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7245308,753373184,10029924352,98222,3007,386760704,7443730432,1,41.30553546798524,2564175,410112,10357736,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7366648,770150400,10029924352,100364,3070,395149312,7435485184,1,24.723827226697725,2564177,410118,10357826,27306,"{""thermal_zone0"": 43000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7487950,786665472,10029924352,102540,3134,403406848,7427096576,1,41.219442924340086,2564179,410122,10357915,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 44000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7609171,803442688,10029924352,104716,3198,411795456,7419142144,1,49.49656956600138,2564181,410135,10357995,27306,"{""thermal_zone0"": 42000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7726027,819564544,10029924352,106848,3261,419344384,7410892800,1,34.23002243042025,2564183,410141,10358081,27307,"{""thermal_zone0"": 41000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7842994,836210688,10029924352,109004,3329,427319296,7402573824,1,42.747030902375805,2564184,410145,10358168,27307,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
7960179,852201472,10029924352,111017,3390,435314688,7394512896,1,25.60056056352773,2564186,410149,10358255,27307,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
8077229,868192256,10029924352,113013,3451,443179008,7386451968,1,42.71688696277876,2564187,410154,10358342,27307,"{""thermal_zone0"": 41000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
8194375,884445184,10029924352,115044,3513,451305472,7378366464,1,34.14531081635608,2564189,410158,10358429,27307,"{""thermal_zone0"": 41000, ""thermal_zone1"": 43000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
8311235,900304896,10029924352,117089,3574,459300864,7370387456,1,34.228972917309264,2564190,410163,10358516,27307,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
8428240,916295680,10029924352,119097,3635,467165184,7362367488,1,34.18655481600826,2564191,410168,10358603,27307,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
8545138,932286464,10029924352,121115,3696,475291648,7354347520,1,42.772384123110015,2564192,410172,10358690,27307,"{""thermal_zone0"": 42000, ""thermal_zone1"": 42000}","{""cpu0"": 1600000, ""cpu1"": 1600000, ""cpu2"": 1600000, ""cpu3"": 1600000, ""cpu4"": 1600000, ""cpu5"": 1600000, ""cpu6"": 1600000, ""cpu7"": 1600000}"
